Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA
132613,STEM,Sophomore,3.276,25.43,Debugging/Troubleshooting,Intermediate,3,FALSE,9.77,4,Allowed_With_Citation,4,3.698
132614,STEM,Freshman,3.617,16.56,Debugging/Troubleshooting,Advanced,3,TRUE,1.13,6,Actively_Encouraged,7,3.973
132615,Arts,Sophomore,1.753,4.59,Summarizing_Reading,Beginner,3,FALSE,10.98,4,Actively_Encouraged,4,2.092
132616,Arts,Senior,2.345,1.92,Copywriting/Drafting,Beginner,2,FALSE,7.53,2,Allowed_With_Citation,5,2.359
132617,Business,Sophomore,3.031,9.72,Summarizing_Reading,Intermediate,3,TRUE,7,6,Allowed_With_Citation,6,3.181
132618,STEM,Sophomore,3.194,2.96,Debugging/Troubleshooting,Advanced,3,FALSE,18.27,5,Actively_Encouraged,4,3.294
132619,STEM,Junior,2.903,7.6,Debugging/Troubleshooting,Intermediate,4,FALSE,10.94,2,Allowed_With_Citation,7,3.032
132620,Medical,Sophomore,3.225,1.19,Summarizing_Reading,Intermediate,4,TRUE,10.5,1,Allowed_With_Citation,2,3.397
132621,STEM,Senior,2.745,23.01,Debugging/Troubleshooting,Beginner,2,FALSE,8.64,7,Strict_Ban,9,3.005
132622,Arts,Sophomore,3.477,0.99,Copywriting/Drafting,Intermediate,5,TRUE,8.23,3,Allowed_With_Citation,4,3.674
132623,STEM,Junior,3.774,0.96,Ideation,Beginner,2,TRUE,13.41,2,Allowed_With_Citation,3,3.957
132624,Medical,Junior,2.875,0.96,Summarizing_Reading,Beginner,3,FALSE,4.95,3,Actively_Encouraged,6,3.109
132625,Medical,Sophomore,3.231,2.89,Debugging/Troubleshooting,Beginner,3,FALSE,5.25,4,Actively_Encouraged,3,3.465
132626,STEM,Sophomore,3.433,3.4,Debugging/Troubleshooting,Beginner,2,FALSE,17.06,1,Strict_Ban,6,3.533
132627,Arts,Junior,2.908,1.21,Copywriting/Drafting,Intermediate,4,FALSE,13,2,Strict_Ban,8,3.133
132628,STEM,Freshman,3.027,11.48,Summarizing_Reading,Beginner,2,TRUE,13.52,4,Strict_Ban,9,3.531
132629,STEM,Sophomore,3.339,9.66,Copywriting/Drafting,Intermediate,3,TRUE,3.89,5,Actively_Encouraged,6,3.195
132630,Humanities,Freshman,2.231,9.27,Ideation,Beginner,2,FALSE,13.38,4,Strict_Ban,4,2.266
132631,Business,Senior,3.624,2.9,Ideation,Beginner,2,FALSE,16.24,3,Strict_Ban,4,4
132632,Humanities,Freshman,3.224,11.3,Copywriting/Drafting,Intermediate,3,TRUE,7.89,2,Allowed_With_Citation,3,3.285
132633,Business,Graduate,3.401,3.44,Direct_Answer_Generation,Beginner,1,FALSE,13.8,3,Allowed_With_Citation,4,3.681
132634,STEM,Freshman,2.041,2.39,Direct_Answer_Generation,Beginner,3,FALSE,13.63,5,Strict_Ban,6,2.265
132635,STEM,Senior,3.394,3.3,Debugging/Troubleshooting,Advanced,3,FALSE,8.85,5,Allowed_With_Citation,3,3.931
132636,Business,Senior,2.927,8.06,Ideation,Beginner,2,FALSE,6.5,4,Actively_Encouraged,3,2.873
132637,Business,Junior,3.556,2.21,Debugging/Troubleshooting,Beginner,3,TRUE,17.84,2,Strict_Ban,3,3.688
132638,Business,Freshman,3.519,4.19,Direct_Answer_Generation,Advanced,4,TRUE,16.51,5,Allowed_With_Citation,5,3.69
132639,Business,Sophomore,2.254,4.32,Ideation,Beginner,3,FALSE,2.48,3,Allowed_With_Citation,2,2.212
132640,Medical,Senior,3.633,3.18,Direct_Answer_Generation,Intermediate,3,FALSE,9.92,3,Strict_Ban,1,3.956
132641,Humanities,Junior,3.822,18.97,Copywriting/Drafting,Advanced,5,FALSE,1,5,Allowed_With_Citation,2,3.74
132642,STEM,Junior,3.878,3.49,Copywriting/Drafting,Intermediate,3,FALSE,8.9,3,Actively_Encouraged,1,4
132643,Business,Freshman,2.705,4,Ideation,Beginner,2,TRUE,2.13,2,Allowed_With_Citation,4,2.636
132644,Business,Junior,3.32,0.46,Ideation,Intermediate,3,FALSE,8.4,3,Allowed_With_Citation,5,3.471
132645,Business,Junior,3.234,0.74,Ideation,Beginner,3,TRUE,11.87,2,Allowed_With_Citation,4,3.365
132646,Business,Freshman,2.962,5.51,Summarizing_Reading,Beginner,1,FALSE,20.65,5,Allowed_With_Citation,5,3.325
132647,Humanities,Graduate,2.757,9.42,Summarizing_Reading,Intermediate,5,TRUE,9.45,4,Allowed_With_Citation,5,3.131
132648,STEM,Senior,3.082,8.88,Debugging/Troubleshooting,Beginner,2,FALSE,3.3,4,Strict_Ban,4,3.441
132649,Business,Sophomore,3.326,5.09,Copywriting/Drafting,Beginner,3,FALSE,9.9,3,Allowed_With_Citation,3,3.453
132650,STEM,Junior,2.207,7.74,Debugging/Troubleshooting,Advanced,4,FALSE,10.17,4,Allowed_With_Citation,4,2.72
132651,Humanities,Junior,2.515,0.79,Copywriting/Drafting,Beginner,3,FALSE,7.72,3,Actively_Encouraged,3,2.474
132652,Humanities,Freshman,3.386,2.87,Summarizing_Reading,Advanced,3,FALSE,9.06,2,Actively_Encouraged,5,3.431
132653,Humanities,Junior,3.608,17.26,Copywriting/Drafting,Intermediate,3,TRUE,7.91,4,Actively_Encouraged,2,3.823
132654,Business,Freshman,3.525,5.16,Ideation,Intermediate,3,FALSE,9.19,2,Strict_Ban,3,3.874
132655,STEM,Sophomore,3.451,0.9,Direct_Answer_Generation,Advanced,3,FALSE,16.29,2,Allowed_With_Citation,4,3.821
132656,Medical,Graduate,2.816,8.73,Debugging/Troubleshooting,Advanced,5,FALSE,10.18,5,Actively_Encouraged,6,3.331
132657,Business,Junior,3.703,7.53,Ideation,Beginner,3,FALSE,23.05,2,Actively_Encouraged,3,4
132658,Humanities,Freshman,3.068,3.68,Summarizing_Reading,Intermediate,3,FALSE,15.14,1,Allowed_With_Citation,4,3.216
132659,STEM,Senior,2.797,11.88,Summarizing_Reading,Advanced,4,TRUE,4.01,4,Actively_Encouraged,9,2.879
132660,STEM,Graduate,3.258,7.72,Direct_Answer_Generation,Advanced,5,FALSE,4.06,4,Allowed_With_Citation,4,3.338
132661,Business,Freshman,3.356,0.09,Copywriting/Drafting,Beginner,3,TRUE,17.62,3,Allowed_With_Citation,3,3.47
132662,Humanities,Senior,2.025,2.19,Copywriting/Drafting,Advanced,3,FALSE,10.21,3,Strict_Ban,3,2.274
132663,STEM,Senior,2.111,40,Debugging/Troubleshooting,Advanced,4,FALSE,12.56,10,Allowed_With_Citation,7,2.391
132664,Humanities,Senior,3.054,7.03,Copywriting/Drafting,Beginner,2,FALSE,11.32,4,Allowed_With_Citation,6,3.305
132665,Business,Senior,3.575,10.93,Ideation,Intermediate,2,FALSE,7.91,2,Allowed_With_Citation,3,3.849
132666,Business,Graduate,3.482,11.82,Summarizing_Reading,Beginner,2,TRUE,13.87,4,Allowed_With_Citation,6,3.716
132667,Business,Freshman,3.579,4.63,Debugging/Troubleshooting,Intermediate,1,FALSE,10.62,3,Strict_Ban,3,3.419
132668,Arts,Freshman,2.811,6.34,Copywriting/Drafting,Intermediate,5,FALSE,14.22,2,Allowed_With_Citation,6,3.038
132669,STEM,Freshman,3.636,5.23,Copywriting/Drafting,Intermediate,2,FALSE,12.36,4,Allowed_With_Citation,3,3.683
132670,Business,Freshman,3.05,1.99,Debugging/Troubleshooting,Beginner,2,FALSE,18.54,1,Actively_Encouraged,5,3.17
132671,STEM,Freshman,3.902,4.53,Direct_Answer_Generation,Intermediate,4,TRUE,10.88,1,Allowed_With_Citation,4,3.666
132672,Business,Senior,3.13,3.44,Debugging/Troubleshooting,Intermediate,2,TRUE,9.1,2,Strict_Ban,1,3.222
132673,Business,Graduate,2.733,4.99,Ideation,Advanced,4,FALSE,11.62,4,Actively_Encouraged,5,3.339
132674,STEM,Sophomore,3.334,17.07,Debugging/Troubleshooting,Advanced,4,TRUE,7.69,4,Actively_Encouraged,7,4
132675,Humanities,Graduate,3.454,1.94,Direct_Answer_Generation,Beginner,3,TRUE,17.73,3,Allowed_With_Citation,4,3.76
132676,Arts,Sophomore,3.026,6.54,Direct_Answer_Generation,Advanced,4,FALSE,10.81,2,Actively_Encouraged,4,2.898
132677,STEM,Freshman,3.08,24.04,Direct_Answer_Generation,Advanced,4,TRUE,12.1,8,Actively_Encouraged,8,2.747
132678,Humanities,Senior,3.407,3.09,Ideation,Intermediate,2,FALSE,5.91,1,Allowed_With_Citation,1,3.67
132679,Medical,Junior,3.2,0.03,Summarizing_Reading,Intermediate,4,TRUE,4.1,1,Allowed_With_Citation,5,3.588
132680,Business,Freshman,3.491,15.83,Direct_Answer_Generation,Beginner,1,FALSE,12.32,3,Strict_Ban,8,3.378
132681,Business,Graduate,3.777,8.64,Ideation,Advanced,3,FALSE,5.43,3,Strict_Ban,2,3.912
132682,Arts,Junior,3.46,0.38,Debugging/Troubleshooting,Intermediate,2,FALSE,5.2,4,Allowed_With_Citation,5,3.622
132683,STEM,Junior,1.418,5.32,Debugging/Troubleshooting,Advanced,4,TRUE,6.3,2,Strict_Ban,1,2.027
132684,STEM,Graduate,2.319,30.14,Debugging/Troubleshooting,Advanced,4,FALSE,6.48,7,Allowed_With_Citation,2,2.644
132685,Arts,Senior,3.025,0.48,Summarizing_Reading,Advanced,3,FALSE,22.66,1,Strict_Ban,1,3.495
132686,Arts,Sophomore,3.086,3.52,Summarizing_Reading,Intermediate,2,FALSE,14.19,4,Strict_Ban,4,3.459
132687,STEM,Freshman,3.76,3.35,Debugging/Troubleshooting,Beginner,2,FALSE,7.89,3,Actively_Encouraged,2,4
132688,Humanities,Sophomore,2.887,2.84,Ideation,Beginner,3,FALSE,1,4,Allowed_With_Citation,2,2.813
132689,Humanities,Sophomore,2.463,10.72,Copywriting/Drafting,Beginner,2,TRUE,9.84,4,Strict_Ban,8,2.503
132690,Arts,Graduate,3.324,8.95,Copywriting/Drafting,Advanced,5,FALSE,7.14,2,Actively_Encouraged,5,3.522
132691,Humanities,Graduate,3.306,8.66,Copywriting/Drafting,Intermediate,5,FALSE,6.44,3,Allowed_With_Citation,4,3.544
132692,Medical,Freshman,3.258,7.95,Ideation,Intermediate,4,TRUE,12.9,2,Allowed_With_Citation,7,3.315
132693,Medical,Graduate,3.924,18.14,Summarizing_Reading,Beginner,3,TRUE,12.49,5,Actively_Encouraged,3,4
132694,Arts,Sophomore,3.236,7.06,Copywriting/Drafting,Advanced,5,FALSE,3.4,5,Strict_Ban,3,3.542
132695,Business,Senior,3.067,4.14,Debugging/Troubleshooting,Beginner,2,FALSE,2.7,3,Allowed_With_Citation,5,3.076
132696,Humanities,Freshman,1.864,7.58,Debugging/Troubleshooting,Intermediate,3,TRUE,9.97,4,Strict_Ban,3,2.005
132697,STEM,Sophomore,3.017,6.44,Debugging/Troubleshooting,Intermediate,5,TRUE,14.98,5,Strict_Ban,7,3.309
132698,Business,Junior,2.526,20.19,Direct_Answer_Generation,Advanced,3,TRUE,11.27,6,Strict_Ban,8,2.419
132699,Humanities,Senior,2.813,6.65,Copywriting/Drafting,Beginner,2,TRUE,12.33,2,Allowed_With_Citation,5,3.25
132700,Humanities,Sophomore,3.153,3.9,Copywriting/Drafting,Beginner,2,FALSE,13.73,4,Strict_Ban,4,3.699
132701,Business,Graduate,3.311,8.66,Ideation,Intermediate,4,TRUE,14.04,5,Strict_Ban,5,3.548
132702,Humanities,Graduate,2.088,4.87,Copywriting/Drafting,Beginner,2,FALSE,6.62,3,Strict_Ban,1,2.243
132703,Arts,Freshman,3.614,6.24,Debugging/Troubleshooting,Advanced,4,FALSE,14.92,5,Allowed_With_Citation,2,4
132704,Humanities,Senior,3.21,7.34,Copywriting/Drafting,Advanced,3,FALSE,16.71,4,Strict_Ban,2,3.342
132705,STEM,Freshman,3.213,1.57,Debugging/Troubleshooting,Advanced,3,TRUE,4.39,2,Allowed_With_Citation,6,3.546
132706,Humanities,Sophomore,2.853,2.39,Copywriting/Drafting,Beginner,3,FALSE,16.66,3,Allowed_With_Citation,4,2.968
132707,Medical,Senior,3.189,13.66,Direct_Answer_Generation,Advanced,5,FALSE,6.29,2,Actively_Encouraged,5,3.425
132708,Arts,Sophomore,2.899,7.48,Copywriting/Drafting,Intermediate,4,TRUE,8.93,5,Actively_Encouraged,4,3.02
132709,STEM,Graduate,3.51,4.51,Debugging/Troubleshooting,Beginner,1,FALSE,4,2,Actively_Encouraged,5,3.55
132710,Humanities,Sophomore,3.203,2.01,Summarizing_Reading,Beginner,1,FALSE,15.47,3,Allowed_With_Citation,1,3.487
132711,Medical,Sophomore,3.767,1.12,Direct_Answer_Generation,Beginner,3,FALSE,10.35,2,Actively_Encouraged,3,4
132712,STEM,Graduate,2.945,26.73,Ideation,Beginner,3,TRUE,5.34,6,Actively_Encouraged,6,3.357
132713,STEM,Junior,3.699,5.07,Copywriting/Drafting,Advanced,4,TRUE,8.02,5,Strict_Ban,4,3.942
132714,STEM,Senior,3.587,10.91,Debugging/Troubleshooting,Advanced,3,TRUE,16.1,4,Allowed_With_Citation,7,4
132715,Business,Junior,2.699,6.2,Summarizing_Reading,Advanced,4,FALSE,9.64,2,Strict_Ban,1,2.812
132716,Humanities,Freshman,3.502,11.6,Ideation,Advanced,4,FALSE,6.13,4,Allowed_With_Citation,2,3.58
132717,STEM,Junior,3.408,2.71,Ideation,Advanced,3,FALSE,2.72,2,Actively_Encouraged,3,3.619
132718,Business,Freshman,3.796,8.93,Ideation,Beginner,2,TRUE,8.9,1,Allowed_With_Citation,1,4
132719,STEM,Senior,2.624,17.02,Ideation,Beginner,1,TRUE,5,5,Allowed_With_Citation,3,2.992
132720,Business,Junior,3.507,5.44,Ideation,Intermediate,3,TRUE,7.88,2,Actively_Encouraged,5,3.515
132721,Business,Freshman,3.706,1.06,Summarizing_Reading,Advanced,4,FALSE,13.67,4,Actively_Encouraged,7,3.976
132722,Humanities,Senior,3.488,7.69,Copywriting/Drafting,Beginner,1,TRUE,17.05,4,Strict_Ban,3,4
132723,STEM,Senior,2.308,14.34,Debugging/Troubleshooting,Advanced,4,TRUE,3.66,4,Allowed_With_Citation,1,2.749
132724,Business,Senior,3.012,0.01,Ideation,Beginner,2,FALSE,21.33,4,Actively_Encouraged,3,3.538
132725,Humanities,Sophomore,3.917,3.97,Copywriting/Drafting,Beginner,1,FALSE,14.29,1,Allowed_With_Citation,5,4
132726,Humanities,Senior,3.05,6.38,Copywriting/Drafting,Beginner,2,FALSE,12.34,2,Strict_Ban,3,3.294
132727,Business,Junior,2.733,4.87,Ideation,Advanced,4,TRUE,15.48,2,Allowed_With_Citation,4,2.798
132728,Business,Junior,3.18,39.18,Debugging/Troubleshooting,Advanced,5,FALSE,20.01,9,Allowed_With_Citation,5,3.742
132729,STEM,Senior,3.153,4.64,Summarizing_Reading,Beginner,3,TRUE,13.67,1,Allowed_With_Citation,1,3.268
132730,STEM,Junior,2.573,22.56,Debugging/Troubleshooting,Intermediate,3,TRUE,4.08,7,Actively_Encouraged,5,2.541
132731,STEM,Senior,3.547,14.32,Debugging/Troubleshooting,Intermediate,3,FALSE,11.51,5,Allowed_With_Citation,8,4
132732,Business,Graduate,2.03,4.02,Ideation,Beginner,2,FALSE,9.36,1,Allowed_With_Citation,4,2.076
132733,Business,Senior,2.858,4.63,Summarizing_Reading,Beginner,2,TRUE,12.1,1,Strict_Ban,6,3.055
132734,Arts,Junior,3.291,5.43,Copywriting/Drafting,Beginner,2,FALSE,7.88,1,Allowed_With_Citation,1,3.824
132735,Business,Junior,3.358,8.14,Copywriting/Drafting,Advanced,3,FALSE,10.91,4,Allowed_With_Citation,3,3.757
132736,Arts,Freshman,2.587,0.73,Copywriting/Drafting,Intermediate,4,TRUE,12.56,5,Actively_Encouraged,3,3.057
132737,Humanities,Freshman,2.386,2.4,Ideation,Beginner,2,FALSE,21.19,4,Allowed_With_Citation,7,2.377
132738,Humanities,Sophomore,2.851,7.21,Direct_Answer_Generation,Advanced,3,FALSE,8.24,5,Allowed_With_Citation,8,3.062
132739,Arts,Graduate,2.97,2.59,Direct_Answer_Generation,Beginner,3,FALSE,7.34,4,Allowed_With_Citation,2,3.109
132740,STEM,Senior,3.375,12.12,Debugging/Troubleshooting,Intermediate,5,TRUE,1.81,7,Allowed_With_Citation,6,3.651
132741,Humanities,Freshman,3.586,7.91,Copywriting/Drafting,Advanced,4,FALSE,18.49,3,Allowed_With_Citation,4,4
132742,STEM,Junior,2.639,11.21,Debugging/Troubleshooting,Advanced,3,TRUE,12.25,2,Actively_Encouraged,5,3.338
132743,Medical,Freshman,3.42,1.92,Ideation,Advanced,4,FALSE,9.7,1,Actively_Encouraged,4,3.282
132744,Humanities,Sophomore,3.115,5.84,Debugging/Troubleshooting,Advanced,4,FALSE,22.38,2,Allowed_With_Citation,1,3.784
132745,STEM,Junior,3.682,22.01,Debugging/Troubleshooting,Advanced,3,TRUE,10.28,6,Actively_Encouraged,3,4
132746,Business,Junior,2.972,11.39,Direct_Answer_Generation,Intermediate,2,TRUE,7.61,4,Strict_Ban,9,3.027
132747,STEM,Graduate,3.523,17.77,Debugging/Troubleshooting,Intermediate,1,FALSE,12.77,5,Strict_Ban,7,3.755
132748,Medical,Freshman,2.883,1.27,Direct_Answer_Generation,Intermediate,2,TRUE,15.13,2,Allowed_With_Citation,3,3.074
132749,Humanities,Junior,2.607,0.33,Ideation,Beginner,3,FALSE,16.45,2,Strict_Ban,3,2.661
132750,Business,Junior,2.665,4.83,Debugging/Troubleshooting,Intermediate,2,TRUE,6.28,3,Allowed_With_Citation,5,2.671
132751,Humanities,Graduate,3.4,3.71,Ideation,Intermediate,4,TRUE,11.77,1,Allowed_With_Citation,4,3.522
132752,Arts,Junior,2.714,4.09,Summarizing_Reading,Beginner,1,FALSE,4.61,4,Allowed_With_Citation,7,2.955
132753,Medical,Sophomore,3.239,0.93,Debugging/Troubleshooting,Advanced,3,FALSE,19.59,2,Actively_Encouraged,7,3.628
132754,Arts,Sophomore,2.686,31.16,Summarizing_Reading,Beginner,3,FALSE,12.77,6,Actively_Encouraged,4,3.02
132755,Arts,Freshman,3.425,1.06,Summarizing_Reading,Intermediate,4,FALSE,11.18,1,Actively_Encouraged,3,3.312
132756,STEM,Graduate,3.297,16.27,Debugging/Troubleshooting,Intermediate,4,TRUE,17.13,4,Allowed_With_Citation,6,3.737
132757,Medical,Junior,3.395,9.25,Debugging/Troubleshooting,Beginner,2,FALSE,7.81,3,Allowed_With_Citation,7,3.478
132758,Business,Sophomore,3.018,1.15,Summarizing_Reading,Advanced,5,FALSE,13.29,2,Strict_Ban,4,3.185
132759,Arts,Senior,3.253,19.6,Debugging/Troubleshooting,Advanced,3,FALSE,1,4,Allowed_With_Citation,3,3.629
132760,Business,Sophomore,3.809,0.72,Copywriting/Drafting,Intermediate,3,TRUE,5.66,3,Actively_Encouraged,5,4
132761,STEM,Junior,3.588,18.91,Debugging/Troubleshooting,Beginner,3,FALSE,3.86,6,Actively_Encouraged,6,3.866
132762,Business,Freshman,2.4,10.6,Direct_Answer_Generation,Beginner,1,FALSE,16.07,1,Strict_Ban,2,2.499
132763,STEM,Senior,2.226,0.78,Debugging/Troubleshooting,Intermediate,3,FALSE,18.53,1,Strict_Ban,4,2.183
132764,Business,Graduate,3.547,1.81,Debugging/Troubleshooting,Advanced,4,FALSE,9.86,3,Allowed_With_Citation,6,4
132765,Humanities,Graduate,3.389,0.76,Debugging/Troubleshooting,Intermediate,2,FALSE,13.54,2,Actively_Encouraged,2,3.644
132766,STEM,Freshman,2.772,11.27,Direct_Answer_Generation,Advanced,3,FALSE,8.11,5,Allowed_With_Citation,5,2.876
132767,Medical,Senior,3.322,2.84,Ideation,Advanced,4,FALSE,15.59,2,Actively_Encouraged,3,3.529
132768,Medical,Sophomore,3.155,13.02,Debugging/Troubleshooting,Advanced,3,TRUE,4.35,6,Allowed_With_Citation,4,3.661
132769,Medical,Graduate,2.91,4.41,Summarizing_Reading,Advanced,4,TRUE,9.04,4,Allowed_With_Citation,2,3.041
132770,Arts,Sophomore,3.458,5.56,Direct_Answer_Generation,Advanced,5,TRUE,13.14,2,Allowed_With_Citation,1,3.503
132771,Business,Freshman,3.215,4.97,Copywriting/Drafting,Beginner,3,FALSE,12.76,3,Strict_Ban,5,3.267
132772,Business,Graduate,3.291,2.06,Copywriting/Drafting,Intermediate,3,TRUE,22.72,2,Actively_Encouraged,1,3.718
132773,STEM,Freshman,2.509,5.68,Direct_Answer_Generation,Intermediate,1,TRUE,15.02,3,Allowed_With_Citation,2,2.639
132774,Medical,Junior,2.788,0.38,Copywriting/Drafting,Beginner,3,FALSE,13.7,2,Allowed_With_Citation,5,2.946
132775,Medical,Sophomore,2.724,6.36,Ideation,Intermediate,4,FALSE,14.33,2,Strict_Ban,5,2.906
132776,Business,Senior,2.683,1.72,Ideation,Beginner,3,TRUE,14.42,2,Strict_Ban,5,2.99
132777,Medical,Senior,2.923,6.71,Debugging/Troubleshooting,Advanced,3,TRUE,9.43,3,Allowed_With_Citation,6,3.655
132778,Business,Senior,2.994,32.08,Ideation,Intermediate,2,FALSE,8.96,8,Allowed_With_Citation,6,3.428
132779,Humanities,Freshman,2.035,7.74,Copywriting/Drafting,Advanced,5,TRUE,7.84,4,Allowed_With_Citation,3,2.355
132780,Medical,Graduate,2.859,0.65,Ideation,Intermediate,4,TRUE,12.86,3,Strict_Ban,4,3.063
132781,Humanities,Junior,3.814,2.52,Direct_Answer_Generation,Advanced,3,FALSE,15.29,3,Strict_Ban,6,3.925
132782,Business,Freshman,3.695,19.84,Ideation,Advanced,4,FALSE,6.37,7,Allowed_With_Citation,5,3.799
132783,Humanities,Sophomore,3.166,7.25,Ideation,Advanced,3,TRUE,6.9,1,Actively_Encouraged,5,3.084
132784,Business,Graduate,3.784,7.02,Ideation,Beginner,3,FALSE,6.87,3,Actively_Encouraged,1,4
132785,Business,Freshman,2.802,4.34,Summarizing_Reading,Intermediate,5,TRUE,10.14,2,Allowed_With_Citation,2,2.805
132786,Business,Senior,2.876,16.81,Ideation,Intermediate,4,TRUE,14.49,5,Allowed_With_Citation,6,3.276
132787,Business,Graduate,3.177,8.67,Direct_Answer_Generation,Intermediate,3,TRUE,7.12,5,Allowed_With_Citation,5,3.378
132788,Humanities,Sophomore,2.848,12.13,Copywriting/Drafting,Advanced,4,TRUE,11.32,5,Allowed_With_Citation,4,3.003
132789,Business,Senior,2.551,1.15,Ideation,Intermediate,2,TRUE,12.5,3,Allowed_With_Citation,2,2.69
132790,Medical,Freshman,2.656,11.09,Summarizing_Reading,Advanced,3,FALSE,11.64,4,Allowed_With_Citation,5,2.676
132791,STEM,Freshman,3.956,6.35,Summarizing_Reading,Advanced,3,FALSE,10.04,3,Actively_Encouraged,4,4
132792,STEM,Junior,3.508,0.66,Copywriting/Drafting,Intermediate,1,TRUE,8.45,4,Strict_Ban,5,3.815
132793,STEM,Senior,3.424,5.14,Debugging/Troubleshooting,Beginner,3,FALSE,14.33,1,Actively_Encouraged,4,3.788
132794,Medical,Freshman,3.283,26.22,Summarizing_Reading,Intermediate,4,TRUE,9.03,7,Actively_Encouraged,4,3.476
132795,Business,Junior,3.727,12.92,Direct_Answer_Generation,Intermediate,2,TRUE,13.44,4,Actively_Encouraged,3,4
132796,Medical,Sophomore,3.357,6.68,Debugging/Troubleshooting,Intermediate,1,FALSE,9.64,2,Allowed_With_Citation,4,3.542
132797,Business,Freshman,3.503,0.91,Copywriting/Drafting,Beginner,3,TRUE,13.96,2,Strict_Ban,6,3.591
132798,Humanities,Junior,2.551,3.14,Ideation,Intermediate,3,FALSE,3.81,4,Allowed_With_Citation,3,2.792
132799,Arts,Junior,2.423,15.09,Direct_Answer_Generation,Intermediate,3,TRUE,8.77,3,Actively_Encouraged,3,2.511
132800,STEM,Freshman,2.976,16.11,Debugging/Troubleshooting,Advanced,4,TRUE,6.7,7,Allowed_With_Citation,5,3.373
132801,Humanities,Senior,3.382,6.91,Debugging/Troubleshooting,Intermediate,3,FALSE,16.85,2,Allowed_With_Citation,5,3.456
132802,Humanities,Freshman,3.112,9.96,Copywriting/Drafting,Beginner,2,FALSE,14.05,6,Allowed_With_Citation,5,3.444
132803,STEM,Junior,3.161,6.8,Debugging/Troubleshooting,Beginner,2,TRUE,8.62,3,Actively_Encouraged,4,3.303
132804,Humanities,Sophomore,2.264,10.17,Direct_Answer_Generation,Beginner,2,TRUE,6.23,2,Strict_Ban,4,2.321
132805,STEM,Junior,3.852,5.59,Copywriting/Drafting,Advanced,4,TRUE,26.76,5,Actively_Encouraged,4,4
132806,STEM,Graduate,3.888,5.31,Debugging/Troubleshooting,Beginner,2,FALSE,15.16,4,Actively_Encouraged,6,4
132807,Humanities,Senior,2.956,4.72,Copywriting/Drafting,Intermediate,4,TRUE,9.93,3,Allowed_With_Citation,3,3.195
132808,Arts,Freshman,2.973,17.6,Copywriting/Drafting,Intermediate,2,FALSE,3.75,4,Actively_Encouraged,2,2.971
132809,STEM,Graduate,2.797,7.27,Debugging/Troubleshooting,Advanced,4,FALSE,5.69,1,Allowed_With_Citation,1,3.171
132810,Humanities,Sophomore,3.503,0.63,Copywriting/Drafting,Beginner,2,TRUE,5.87,1,Strict_Ban,2,3.577
132811,STEM,Sophomore,3.317,3.05,Ideation,Advanced,5,FALSE,22.17,1,Actively_Encouraged,1,3.495
132812,Business,Junior,3.182,10.28,Ideation,Intermediate,5,TRUE,16.25,6,Allowed_With_Citation,4,3.524
132813,Business,Freshman,3.813,12.94,Copywriting/Drafting,Beginner,2,TRUE,2.81,4,Allowed_With_Citation,3,3.793
132814,Arts,Graduate,3.227,3.31,Copywriting/Drafting,Intermediate,2,TRUE,19.62,3,Actively_Encouraged,1,3.684
132815,Arts,Junior,2.769,7,Direct_Answer_Generation,Intermediate,3,TRUE,16.01,1,Allowed_With_Citation,8,3.098
132816,STEM,Sophomore,2.458,18.95,Direct_Answer_Generation,Advanced,4,TRUE,13.92,5,Allowed_With_Citation,6,2.303
132817,STEM,Freshman,3.885,2.03,Ideation,Intermediate,3,TRUE,14.98,3,Actively_Encouraged,3,3.935
132818,STEM,Senior,3.243,17.3,Copywriting/Drafting,Intermediate,4,TRUE,20.98,3,Allowed_With_Citation,1,3.735
132819,Medical,Graduate,3.422,2.64,Copywriting/Drafting,Beginner,3,TRUE,19.63,3,Actively_Encouraged,4,3.909
132820,Business,Graduate,3.374,28.43,Ideation,Advanced,3,TRUE,4.99,8,Allowed_With_Citation,3,3.569
132821,STEM,Freshman,3.149,10.14,Debugging/Troubleshooting,Beginner,2,TRUE,1,5,Actively_Encouraged,8,3.381
132822,STEM,Senior,2.565,5.16,Summarizing_Reading,Advanced,3,TRUE,17.8,3,Allowed_With_Citation,5,2.84
132823,Humanities,Freshman,3.046,5.09,Direct_Answer_Generation,Advanced,5,FALSE,2.93,5,Allowed_With_Citation,4,3.1
132824,STEM,Freshman,2.544,22.44,Copywriting/Drafting,Intermediate,4,TRUE,8.86,8,Allowed_With_Citation,6,2.704
132825,Arts,Junior,3.029,0.96,Copywriting/Drafting,Beginner,1,FALSE,12.94,2,Actively_Encouraged,1,3.39
132826,Business,Senior,3.752,7.33,Ideation,Advanced,5,FALSE,7.46,6,Actively_Encouraged,7,4
132827,Business,Freshman,3.138,0.83,Direct_Answer_Generation,Beginner,1,FALSE,18.74,2,Actively_Encouraged,3,3.469
132828,Humanities,Junior,3.183,0.56,Summarizing_Reading,Intermediate,3,TRUE,5.55,2,Strict_Ban,3,3.042
